"329","1066","623.8000000000001"
"332","1214","684.8"
"333","1056","622.2"
"333","1051","620.2"
"332","1145","657.2"
"329","1089","633.0"
"333","1092","636.6"
"329","1157","660.2"
"332","1251","699.6"
"332","1225","689.2"
"333","1093","637.0"
"332","1155","661.2"
"332","1005","601.2"
"333","1116","646.2"
"333","1026","610.2"
"332","1234","692.8"
"334","1071","628.8000000000001"
"333","1123","649.0"
"332","1207","682.0"
"333","1156","662.2"
"333","1030","611.8"
"329","1184","671.0"
"333","1086","634.2"
"332","1241","695.6"
"332","1102","640.0"
"333","1133","653.0"
"332","1131","651.6"
"334","1076","630.8000000000001"
"336","1036","616.0"
"333","1243","697.0"
