"413","1530","859.8"
"413","1559","871.4"
"411","2054","1068.2"
"411","1896","1005.0000000000001"
"411","1814","972.2"
"411","1551","867.0000000000001"
"411","1557","869.4000000000001"
"412","1947","1026.0"
"413","1517","854.6"
"412","1854","988.8"
"411","1877","997.4000000000001"
"411","1701","927.0000000000001"
"415","1512","853.8000000000001"
"411","1505","848.6"
"414","1678","919.6"
"413","1729","939.4"
"410","1758","949.2"
"410","1572","874.8000000000001"
"413","1572","876.6"
"411","1869","994.2"
"412","1879","998.8"
"411","1515","852.6"
"412","1683","920.4000000000001"
"411","1812","971.4000000000001"
"411","1808","969.8000000000001"
"411","1861","991.0000000000001"
"412","1847","986.0"
"410","1803","967.2"
"412","1679","918.8"
"409","1460","829.4"
