"230","1035","552.0"
"230","965","524.0"
"227","864","481.8"
"227","1011","540.6"
"227","963","521.4000000000001"
"228","918","504.0"
"227","914","501.8"
"227","1022","545.0"
"227","959","519.8"
"231","863","483.80000000000007"
"226","894","493.20000000000005"
"231","935","512.6"
"230","955","520.0"
"229","1021","545.8000000000001"
"230","934","511.6"
"228","926","507.20000000000005"
"229","996","535.8000000000001"
"227","943","513.4000000000001"
"228","885","490.79999999999995"
"229","964","523.0"
"230","1031","550.4000000000001"
"229","974","527.0"
"229","876","487.80000000000007"
"227","1074","565.8"
"228","972","525.6"
"231","1007","541.4"
"230","930","510.0"
"226","900","495.6"
"228","948","516.0"
"229","1044","555.0"
