"343","1198","685.0"
"341","1204","686.2"
"339","1364","749.0"
"339","1346","741.8"
"342","1284","718.8"
"341","1237","699.4"
"341","1305","726.6"
"343","1388","761.0"
"338","1351","743.1999999999999"
"337","1136","656.6"
"342","1309","728.8"
"339","1125","653.4"
"342","1144","662.8"
"342","1106","647.6"
"339","1176","673.8000000000001"
"342","1186","679.6"
"342","1199","684.8"
"342","1201","685.6"
"342","1224","694.8"
"339","1295","721.4"
"341","1072","633.4"
"342","1444","782.8"
"341","1291","721.0"
"338","1123","652.0"
"339","1241","699.8000000000001"
"341","1544","822.2"
"341","1382","757.4000000000001"
"340","1255","706.0"
"342","1374","754.8"
"341","1445","782.6"
