"331","1115","644.6"
"331","1117","645.4"
"331","1167","665.4"
"330","1286","712.4"
"331","1074","628.2"
"330","1315","724.0"
"331","1136","653.0"
"330","1319","725.6"
"330","1058","621.2"
"331","1205","680.6"
"328","1122","645.6"
"331","1295","716.6"
"330","1104","639.6"
"330","1148","657.2"
"331","1264","704.2"
"330","1143","655.2"
"331","1119","646.2"
"330","1137","652.8"
"331","1089","634.2"
"330","1286","712.4"
"331","1180","670.6"
"331","1062","623.4"
"331","1244","696.2"
"331","1220","686.6"
"329","1090","633.4"
"331","1157","661.4"
"331","1112","643.4"
"331","1322","727.4000000000001"
"327","1162","661.0"
"330","1121","646.4000000000001"
