"317","1120","638.2"
"319","1189","667.0"
"318","1180","662.8"
"322","1098","632.4000000000001"
"318","1121","639.2"
"319","1189","667.0"
"318","1174","660.4"
"317","1063","615.4000000000001"
"317","1170","658.2"
"318","1251","691.2"
"318","1021","599.2"
"318","1073","620.0"
"318","1001","591.2"
"317","1276","700.6"
"318","1169","658.4"
"317","1066","616.6"
"319","1118","638.6"
"319","1163","656.6"
"319","1272","700.2"
"317","1060","614.2"
"318","1155","652.8"
"318","1228","682.0"
"317","1010","594.2"
"317","1123","639.4000000000001"
"317","1186","664.6"
"319","1035","605.4"
"319","1167","658.2"
"318","1060","614.8"
"319","1152","652.2"
"319","1113","636.6"
