"435","1582","893.8000000000001"
"439","1526","873.8"
"436","1489","857.2"
"435","1507","863.8000000000001"
"437","2330","1194.2"
"438","1536","877.2"
"437","1700","942.2"
"436","1647","920.4000000000001"
"438","1862","1007.6000000000001"
"438","1700","942.8"
"436","1590","897.5999999999999"
"435","1649","920.6"
"437","1969","1049.8"
"437","1685","936.2"
"437","1571","890.6000000000001"
"437","1616","908.6000000000001"
"437","1888","1017.4000000000001"
"436","1657","924.4000000000001"
"437","1567","889.0"
"436","1592","898.4000000000001"
"435","1767","967.8000000000001"
"438","1640","918.8"
"439","1639","919.0"
"437","2068","1089.4"
"437","1927","1033.0"
"437","1962","1047.0"
"437","1621","910.6000000000001"
"436","1847","1000.4000000000001"
"438","2021","1071.2"
"436","1838","996.8"
