"479","2553","1308.6"
"479","2494","1285.0"
"480","2574","1317.6000000000001"
"478","2531","1299.2"
"478","2555","1308.8"
"479","2502","1288.2"
"479","2490","1283.4"
"478","2267","1193.6000000000001"
"481","2518","1295.8"
"478","2533","1300.0"
"479","2420","1255.4"
"476","2377","1236.4"
"479","1904","1049.0"
"482","2573","1318.4"
"475","2280","1197.0"
"479","2306","1209.8000000000002"
"480","2605","1330.0"
"480","2377","1238.8000000000002"
"480","2330","1220.0"
"480","2508","1291.2"
"476","2609","1329.2"
"482","2491","1285.6000000000001"
"480","2434","1261.6"
"480","2443","1265.2"
"479","2636","1341.8000000000002"
"479","2498","1286.6"
"481","2412","1253.4"
"480","2519","1295.6"
"479","2183","1160.6"
"479","2437","1262.2"
