"390","1724","923.6"
"391","1515","840.6"
"391","1597","873.4000000000001"
"391","1574","864.2"
"390","1632","886.8000000000001"
"391","1546","853.0000000000001"
"390","1593","871.2"
"391","1647","893.4000000000001"
"389","1616","879.8000000000001"
"389","1722","922.2"
"391","1619","882.2"
"389","1922","1002.2"
"390","1658","897.2"
"391","1526","845.0"
"392","1501","835.5999999999999"
"391","1689","910.2"
"391","1679","906.2"
"389","1847","972.2"
"390","1680","906.0"
"390","1721","922.4000000000001"
"390","1659","897.6"
"390","1537","848.8000000000001"
"389","1651","893.8000000000001"
"389","1613","878.6"
"388","1745","930.8"
"389","1681","905.8000000000001"
"390","1751","934.4000000000001"
"389","1643","890.6"
"391","1656","897.0000000000001"
"391","1786","949.0000000000001"
