"419","1876","1001.8000000000001"
"417","1984","1043.8"
"419","1730","943.4"
"418","1926","1021.2"
"420","1976","1042.4"
"417","1732","943.0"
"418","1762","955.6"
"417","1999","1049.8"
"416","1761","954.0000000000001"
"417","1732","943.0"
"417","1969","1037.8"
"417","1668","917.4000000000001"
"421","1910","1016.6"
"420","1905","1014.0"
"418","1855","992.8"
"418","1844","988.4"
"420","1940","1028.0"
"417","1889","1005.8"
"419","2192","1128.2"
"417","2040","1066.2"
"416","2050","1069.6"
"418","1930","1022.8"
"418","1774","960.4"
"418","1795","968.8"
"419","1868","998.6"
"418","2030","1062.8"
"420","2178","1123.2"
"416","1832","982.4000000000001"
"419","1979","1043.0"
"418","1771","959.2"
