"328","1223","686.0"
"328","1169","664.4"
"331","1130","650.6"
"328","1319","724.4"
"328","1104","638.4"
"328","1237","691.6"
"328","1161","661.2"
"328","1172","665.6"
"328","1083","630.0"
"328","1051","617.2"
"328","1247","695.6"
"328","1155","658.8"
"328","1147","655.6"
"328","1117","643.6"
"328","1114","642.4"
"328","1013","602.0"
"328","1160","660.8"
"328","1157","659.6"
"331","1250","698.6"
"328","1228","688.0"
"328","1242","693.6"
"328","1135","650.8"
"328","1194","674.4"
"328","1135","650.8"
"328","1276","707.2"
"328","1074","626.4"
"328","1165","662.8"
"328","1038","612.0"
"332","1232","692.0"
"328","1043","614.0"
