"220","819","459.6"
"216","712","414.4"
"220","743","429.2"
"222","799","452.8"
"220","779","443.6"
"220","743","429.2"
"220","715","418.0"
"219","689","407.0"
"216","740","425.6"
"220","757","434.8"
"215","794","446.6"
"216","699","409.20000000000005"
"220","801","452.40000000000003"
"216","723","418.79999999999995"
"220","771","440.40000000000003"
"220","769","439.6"
"220","743","429.2"
"216","818","456.80000000000007"
"220","765","438.0"
"219","802","452.20000000000005"
"220","790","448.0"
"220","719","419.6"
"216","712","414.4"
"220","837","466.8"
"220","730","424.0"
"220","680","404.0"
"215","702","409.8"
"215","740","425.0"
"220","746","430.40000000000003"
"219","782","444.20000000000005"
