"391","1785","948.6"
"391","1650","894.6"
"389","1532","846.2"
"392","1822","964.0"
"389","1488","828.6"
"390","1503","835.2"
"392","1537","850.0"
"391","1782","947.4000000000001"
"390","1563","859.2"
"391","1759","938.2"
"389","1480","825.4"
"392","1814","960.8"
"390","1638","889.2"
"389","1821","961.8000000000001"
"390","1836","968.4000000000001"
"391","1486","829.0"
"391","1797","953.4000000000001"
"390","1796","952.4000000000001"
"388","1719","920.4"
"389","1867","980.2"
"389","1610","877.4"
"391","1751","935.0000000000001"
"390","1750","934.0"
"392","1677","906.0"
"390","1762","938.8000000000001"
"390","1817","960.8000000000001"
"391","1781","947.0000000000001"
"390","1592","870.8000000000001"
"391","1383","787.8000000000001"
"391","1828","965.8000000000001"
