"283","1039","585.4"
"280","910","532.0"
"284","935","544.4"
"280","918","535.2"
"279","1093","604.6"
"279","937","542.2"
"280","960","552.0"
"280","1019","575.6"
"282","942","546.0"
"280","1101","608.4000000000001"
"280","982","560.8"
"280","1088","603.2"
"282","1142","626.0"
"280","1104","609.6"
"280","1040","584.0"
"280","956","550.4000000000001"
"280","1032","580.8"
"280","1076","598.4000000000001"
"280","1085","602.0"
"280","993","565.2"
"280","1010","572.0"
"283","1012","574.6"
"280","1050","588.0"
"280","1065","594.0"
"280","1053","589.2"
"280","902","528.8"
"280","898","527.2"
"279","973","556.6"
"284","1209","654.0"
"280","1111","612.4000000000001"
