"50","570","2112","1186.8000000000002"
"100","1210","4136","2380.4"
"150","1604","5864","3308.0"
"200","2192","8645","4773.2"
"250","2340","10757","5706.8"
"300","2507","11263","6009.4"
"350","2980","14371","7536.400000000001"
"400","2842","14210","7389.2"
"450","3164","16873","8647.6"
"500","3687","19117","9859.0"
