"50","168","663","366.0"
"100","292","1201","655.6"
"150","460","1730","968.0"
"200","580","1895","1106.0"
"250","684","2572","1439.1999999999998"
"300","784","3088","1705.6"
"350","884","3206","1812.8000000000002"
"400","948","4397","2327.6000000000004"
"450","1112","4164","2332.8"
"500","1080","4553","2469.2"
