"50","168","594","338.40000000000003"
"100","292","1113","620.4000000000001"
"150","456","1158","736.8"
"200","575","1589","980.6"
"250","657","1786","1108.6000000000001"
"300","738","1799","1162.4"
"350","824","2397","1453.2"
"400","886","2534","1545.2"
"450","975","2838","1720.2"
"500","977","3134","1839.8000000000002"
