"2","1055","2138","1488.2"
"3","648","2999","1588.4"
"4","854","4080","2144.4"
"5","1863","6552","3738.6000000000004"
"6","2145","7639","4342.6"
"7","2948","9793","5686.0"
"8","3810","10521","6494.400000000001"
