"2","146","549","307.20000000000005"
"3","219","962","516.2"
"4","292","1096","613.6"
"5","365","1497","817.8000000000001"
"6","438","1819","990.4000000000001"
"7","511","1833","1039.8"
"8","584","2356","1292.8000000000002"
