"2","146","471","276.0"
"3","219","671","399.80000000000007"
"4","292","909","538.8"
"5","365","1146","677.4000000000001"
"6","438","1407","825.6000000000001"
"7","511","1621","955.0"
"8","584","1783","1063.6"
